都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号
福島県,"田島町,下郷町,只見町,南郷村,伊南村,檜枝岐村",道路台帳,"撮影,図化","4000,,500","270.0KM2,72.0KM2",南会津地方広域市町村圏組合,おおとり・国際・八州・パシフィック共同企業体,"57.11.1,59.2.20",
福島県,金山町,農地開発,"撮影,図化","8000,,2500","5.4KM2,2.7KM2",福島県,パシフイック航業,"57.12.15,58.2.25",
福島県,安達町,ほ場整備,"撮影,図化","8000,,2500","13.3KM2,6.0KM2",福島県,パシフイック航業,"57.12.5,58.2.25",949
福島県,須賀川市,ほ場整備,"撮影,図化","8000,,2500","9.5KM2,3.0KM2",福島県,パシフイック航業,"57.12.5,58.2.25",948
福島県,"福島市,喜多方市,塩川町",ほ場整備,"撮影,図化","8000,,1000","20.8KM2,8.1KM2",福島県,東洋航空事業,"57.6.25,57.8.24",238
福島県,大信村,道路台帳,"撮影,図化","8000,,1000","216.0KM2,4.5KM2",大信村,アジア航測,"57.10.30,58.3.19",828
福島県,東和町,道路計画,"撮影,図化","12500,,2500","13.0KM2,1.7KM2",福島県福島建設事務所,おおとり航測,"57.9.1,57.10.31",554
福島県,霊山町,道路計画,"撮影,図化","12500,,2500","10.5KM2,1.5KM2",福島県福島建設事務所,おおとり航測,"57.9.1,57.10.31",555
福島県,白沢村,道路計画,"撮影,図化","12500,,2500","17.4KM2,3.8KM2",福島県福島建設事務所,おおとり航測,"57.10.30,57.12.20",
福島県,白沢村,道路計画,"撮影,図化","12500,,2500","17.6KM2,3.3KM2",福島県福島建設事務所,おおとり航測,"57.11.1,58.1.20",
福島県,いわき市,道路計画,"撮影,図化","12500,,2500","21.0KM2,3.0KM2",福島県いわき建設事務所,おおとり航測,"57.11.15,58.2.3",930
福島県,いわき市,道路計画,"撮影,図化","12500,,2500","16.6KM2,2.1KM2",福島県いわき建設事務所,三和航測,"57.12.6,58.2.15",945
福島県,白河市,道路計画,"撮影,図化","12500,,2500","10.8KM2,2.5KM2",福島県白河建設事務所,中庭測量,"58.1.28,58.3.19",1193
福島県,飯野町,道路計画,"撮影,図化","12500,,2500","15.0KM2,6.6KM2",福島県福島建設事務所,パシフイック航業,"58.2.17,58.3.18",1208
福島県,山都町,ダム計画,"撮影,図化","12500,,2500","46.0KM2,6.0KM2",福島県喜多方建設事務所,おおとり航測,"57.9.11,57.10.30",629
福島県,"棚倉町,塙町,矢祭町",河川計画,"撮影,図化","12500,,2500","65.0KM2,3.2KM2",福島県白河建設事務所,おおとり航測,"57.9.25,57.11.10",653
福島県,矢吹町,都市計画,"撮影,図化","12500,,2500","60.8KM2,24.9KM2",矢吹町,アジア航測,"57.7.14,57.10.13",355
福島県,金山町,道路計画,"撮影,図化","12500,,2500","21.0KM2,3.0KM2",金山町,おおとり航測,"57.11.15,57.12.30",929
福島県,泉崎村,道路計画,"撮影,図化","12500,,2500","52.9KM2,5.1KM2",福島県白河建設事務所,パシフイック航業,"57.12.10,58.2.28",1024
福島県,白河市,下水道台帳,図化,500,0.5KM2,白河市,写測,"57.6.7,57.9.6",
福島県,須賀川市,下水道計画,図化,500,0.6KM2,須賀川市,パシフイック航業,"57.6.29,57.10.6",
福島県,郡山市,道路計画,図化,1000,1.5KM2,東北地建郡山国道工事事務所,アジア航測,"57.10.30,58.1.20",
福島県,郡山市,農地開発,図化,1000,2.4KM2,東北農政局郡山東部開拓建設事業所,中庭測量,"57.5.1,57.7.29",
福島県,"大信村,矢吹町,泉崎村,天栄村",農地開発,図化,1000,0.2KM2,東北農政局矢吹開拓建設事業所,アジア航測,"57.7.10,57.9.7",
福島県,天栄村,農地開発,図化,1000,1.0KM2,東北農政局矢吹開拓建設事業所,朝日航洋,"57.9.30,57.12.3",
福島県,天栄村,農地開発,図化,1000,1.6KM2,東北農政局矢吹開拓建設事業所,玉野総合コンサルタント,"57.12.15,58.3.4",
福島県,大信村,農地開発,図化,1000,0.8KM2,東北農政局矢吹開拓建設事業所,国際航業,"58.2.8,58.3.29",
福島県,いわき市,都市計画,"図化新規,図化修正","2500,,2500","19.5KM2,435.3KM2",福島県,"パシフイック航業,東日本航空,東洋航空事業","57.8.5,58.2.26",354
福島県,いわき市,海洋保全台帳,図化,2500,47.5KM2,福島県,三和航測,"57.6.10,57.10.20",176
福島県,原町市,都市計画,"図化新規,図化修正","2500,,2500","12.0KM2,7.5KM2",原町市,新日本航測,"57.7.1,57.9.16",292
福島県,梁川町,都市計画,図化修正,10000,58.0KM2,梁川町,パシフイック航業,"57.6.4,57.7.31",174
福島県,原町市,土地区画整理,平板,500,0.7KM2,原町市,東コンサルタント,"57.9.6,58.3.15",
福島県,いわき市,土地区画整理,平板,500,0.7KM2,いわき市,パシフイック航業,"57.10.29,58.1.10",
茨城県,"勝田市,那珂湊市,東海村",都市計画,基準点,1級,15point,茨城県,東洋航空事業,"57.7.1,57.8.31",
茨城県,東海村,都市計画,"基準点,基準点,水準","1級,,2級,,3級","34point,15point,40.0km",東海村,パシフイック航業,"57.11.30,58.3.25",
茨城県,"岩井市,水海道市,谷田部町",地盤沈下,水準,1級,43.0km,工業技術院地質調査所,自営,"58.1.31,62.3.31",1196
茨城県,"五霞町,土浦市,つくば市",地盤沈下,水準,1級,500.0km,茨城県,八州,"57.11.26,58.3.31",1049
茨城県,土浦市,地盤沈下,水準,1級,32.0km,土浦市,八州,"57.12.16,58.3.31",1047
茨城県,筑波町,都市計画,水準,2級,15.0km,筑波町,筑波測量設計事務所,"57.5.15,57.8.3",
茨城県,土浦市,下水道台帳,水準,3級,20.0km,土浦市,パシフイック航業,"57.8.25,58.2.2",
茨城県,桜村,道路台帳,"撮影,図化","4000,,500","11.0KM2,1.0KM2",茨城県,アジア航測,"57.10.20,57.12.20",
茨城県,牛堀町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","4.2KM2,37.5KM2,0.7KM2,17.3KM2",牛堀町,パシフイック航業,"57.8.28,59.2.25",697
茨城県,大子町,公園整備,"撮影,図化","4000,,1000","6.0KM2,1.2KM2",大子町,第一航業,"57.11.17,58.1.21",1154
茨城県,鉾田町,公園整備,"撮影,図化","4000,,500","3.7KM2,2.0KM2",鉾田町,第一航業,"57.11.18,58.1.30",1153
茨城県,利根町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","40.0KM2,323.0KM2,1.7KM2,28.6KM2",利根町,国際航業,"57.11.11,59.3.15",1038
茨城県,筑波町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","67.7KM2,77.1KM2,4.0KM2,40.3KM2",筑波町,パシフイック航業,"57.11.20,59.10.25",1031
茨城県,茎崎村,道路台帳,"撮影,図化","4000,,500","27.9KM2,10.9KM2",茎崎村,三和航測,"57.11.20,59.4.30",1039
茨城県,千代田村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","12.0KM2,49.2KM2,5.4KM2,43.8KM2",千代田村,茨城県建設コンサルタント,"57.11.27,58.3.15",1040
茨城県,常陸太田市,河川計画,"撮影,図化","8000,,1000","59.9KM2,0.1KM2",茨城県常陸太田土木事務所,朝日航洋,"57.10.20,58.1.17",
茨城県,"新治村,八千代町",農地開発,"撮影,図化","8000,,1000","40.0KM2,9.0KM2",茨城県県西地方総合事務所,三和航測,"57.11.3,58.2.28",1033
茨城県,常澄村,ほ場整備,"撮影,図化","8000,,1000","7.5KM2,2.2KM2",茨城県水戸土地改良事務所,三和航測,"57.11.24,58.2.28",
茨城県,岩瀬町,ほ場整備,"撮影,図化","8000,,1000","30.0KM2,6.3KM2",茨城県水戸土地改良事務所,国際航業,"57.11.24,58.2.28",1044
茨城県,麻生町,土地改良,"撮影,図化","8000,,1000","21.6KM2,7.3KM2",茨城県鉾田土地改良事務所,朝日航洋,"57.11.12,58.2.10",1111
茨城県,東村,ほ場整備,"撮影,図化","8000,,1000","11.0KM2,3.8KM2",茨城県江戸崎土地改良事務所,第一航業,"57.11.18,58.2.28",1157
茨城県,"大子町,里美村",都市計画,"撮影,図化","8000,,1000","30.0KM2,3.0KM2",茨城県常陸太田土地改良事務所,朝日航洋,"57.12.28,58.3.27",1210
茨城県,結城市,道路台帳,"撮影,図化","8000,,1000","104.0KM2,35.2KM2",結城市,パシフイック航業,"57.7.1,58.3.20",438
茨城県,笠間市,道路台帳,"撮影,図化","8000,,1000","170.0KM2,31.0KM2",笠間市,国際航業,"57.10.1,59.10.31",1037
茨城県,岩井市,道路台帳,"撮影,図化","8000,,1000","91.5KM2,63.0KM2",岩井市,セントラル航空測量,"57.12.22,60.2.28",1147
茨城県,潮来町,道路台帳,"撮影,図化","8000,,1000","50.0KM2,39.2KM2",潮来町,パシフイック航業,"57.7.31,59.2.25",664
茨城県,山方町,道路台帳,"撮影,図化","8000,,1000","84.3KM2,38.8KM2",山方町,第一航業,"58.3.1,59.3.31",1327
茨城県,七会村,道路台帳,"撮影,図化","8000,,1000","63.9KM2,7.1KM2",七会村,三和航測,"57.4.9,58.2.28",24
茨城県,河内村,道路台帳,"撮影,図化","8000,,1000","58.0KM2,13.2KM2",河内村,朝日航洋,"57.9.21,59.2.28",773
茨城県,北浦村,道路台帳,"撮影,図化","8000,,1000","55.5KM2,16.2KM2",北浦村,国際航業,"57.11.11,59.3.15",1036
茨城県,伊奈村,道路台帳,"撮影,図化","8000,,1000","46.7KM2,17.0KM2",伊奈村,パシフイック航業,"58.1.5,60.3.10",1151
茨城県,筑波町,水路及び道路計画,"撮影,図化","8000,,1000","1.5KM2,0.8KM2",茨城県開発公社,東日本航空,"57.3.19,57.4.17",
茨城県,,河川計画,"撮影,撮影,図化","12000,,40000,,2500","2489.0KM2,2800.0KM2,69.0KM2",関東地建霞ヶ浦工事事務所,アジア航測,"57.8.31,58.3.8",760
茨城県,"大穂町,内原町,大洗町,常澄村,桜村,阿見町",都市計画,"撮影,撮影,図化,図化","12500,,30000,,2500,,10000","144.3KM2,457.9KM2,50.0KM2,193.6KM2",茨城県,"写測,アジア航測,八州,朝日航洋","57.11.15,58.3.15",1116
茨城県,常陸太田市,都市計画,"撮影,撮影,図化修正,図化修正","12500,,30000,,2500,,10000","49.0KM2,148.5KM2,21.9KM2,110.1KM2",常陸太田市,三和航測,"57.12.29,58.3.31",1231
茨城県,桜村,都市計画,"撮影,図化","12500,,2500","60.2KM2,20.6KM2",桜村,写測,"57.12.2,58.3.15",1046
茨城県,鹿島町,道路台帳,図化,500,2.4KM2,鹿島町,東日本航空,"57.6.29,57.12.25",
茨城県,笠間市,都市計画,図化,2500,4.9KM2,笠間市,三和航測,"57.7.28,57.9.30",560
茨城県,"水海道市,守谷町",土地区画整理,平板,500,1.0KM2,住宅・都市整備公団首都圏都市開発本部,"中庭測量,都市開発測量","58.2.1,59.1.31",
茨城県,豊里町,団地造成,平板,500,1.0KM2,住宅・都市整備公団研究学園都市開発局,日本・大栄測量共同企業体,"58.3.1,58.9.30",
栃木県,藤原町,境界調査,基準点,図根点,2point,前橋営林局,群馬測量,"57.6.10,57.7.10",
栃木県,塩原町,道路計画,基準点,図根点,4point,栃木県尾頭トンネル建設事務所,群馬測量,"57.6.24,57.11.20",
栃木県,"足利市,佐野市,小山市,野木町,藤岡町,岩舟町,真岡市,上三川町,南河内町,二宮町,石橋町,国分寺町,大平町",地盤沈下,水準,1級,354.0km,栃木県,国際航業,"57.11.25,58.2.5",964
栃木県,栗山村,ダム計画,"撮影,撮影,図化","4000,,8000,,1000","1.7KM2,26.0KM2,4.0KM2",関東地建湯西川ダム調査事務所,アジア航測,"57.11.22,58.3.24",963
栃木県,上三川町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","9.2KM2,78.0KM2,3.2KM2,17.0KM2",上三川町,協和測量設計,"57.10.25,59.12.20",1027
栃木県,西那須野町,道路台帳,"撮影,図化","4000,,500","59.0KM2,10.3KM2",西那須野町,パシフイック航業,"57.11.30,59.9.30",1294
栃木県,藤岡町,河川管理,"撮影,図化修正","12500,,2500","100.0KM2,33.0KM2",関東地建利根川上流工事事務所,アジア航測,"57.5.13,57.7.11",
栃木県,"黒磯市,西那須野町,塩原町",農地開発,"撮影,図化修正","30000,,5000","509.0KM2,54.3KM2",関東農政局那須野原開拓建設事業所,国際航業,"58.1.12,58.3.18",1300
栃木県,今市市,河川開発,図化,5000,48.0KM2,水資源開発公団思川開発調査所,アジア航測,"58.2.4,58.3.30",1217
栃木県,大田原市,都市計画,図化,2500,12.7KM2,大田原市,国際航業,"57.6.5,57.8.31",307
栃木県,今市市,都市計画,図化,2500,11.0KM2,今市市,栃木都市計画センター,"57.7.29,57.9.30",585
栃木県,田沼町,都市計画,図化修正,2500,9.0KM2,田沼町,パシフイック航業,"57.6.27,57.12.20",363
群馬県,中之条町,ダム建設,基準点,1級,7point,群馬県中之条土木事務所,関東測量,"58.3.1,58.3.25",
群馬県,伊勢崎市,土地区画整理,基準点,1級,105point,伊勢崎市,都市設計,"58.1.19,58.3.25",
群馬県,伊勢崎市,土地区画整理,基準点,2級,49point,伊勢崎市,関東測量,"57.10.1,58.1.29",
群馬県,水上町,林野経営,基準点,図根点,2point,前橋営林局,林業法人コンサルタンツ,"57.6.30,57.7.30",
群馬県,新治村,林野経営,基準点,図根点,12point,前橋営林局,群馬測量,"57.6.17,57.11.23",
群馬県,水上町,ダム管理,基準点,図根点,20point,水資源開発公団奈良俣ダム建設所,関東測量,"57.7.10,57.9.27",
群馬県,,森林調査,撮影,16000,1515.0KM2,林野庁,アジア航測,"57.5.31,57.10.31",214
群馬県,,砂防計画,撮影,25000,1400.0KM2,関東地建利根川水系砂防工事事務所,関東測量,"57.10.1,58.1.8",765
群馬県,尾島町,道路台帳,"撮影,撮影,図化","4000,,8000,,1000","3.0KM2,36.0KM2,19.3KM2",尾島町,パシフイック航業,"57.4.20,60.3.20",92
群馬県,水上町,道路台帳及び都市計画,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","15.0KM2,255.0KM2,7.7KM2,6.4KM2",水上町,セントラル航空測量,"57.6.10,57.10.10",248
群馬県,千代田町,都市計画及び道路台帳,"撮影,図化,図化","8000,,1000,,2500","30.0KM2,8.8KM2,21.8KM2",千代田町,新日本測量設計,"57.6.5,57.10.29",256
群馬県,榛東村,都市計画及び道路台帳,"撮影,図化修正,図化","8000,,2500,,1000","35.0KM2,21.3KM2,18.5KM2",榛東村,セントラル航空測量,"57.8.30,58.3.25",662
群馬県,片品村,ダム計画,"撮影,図化","8000,,2500","31.5KM2,12.9KM2",水資源開発公団戸倉ダム調査所,アジア航測,"57.10.22,58.1.27",774
群馬県,利根村,砂防計画,"撮影,図化","12500,,2500","27.0KM2,3.8KM2",関東地建利根川水系砂防工事事務所,関東測量,"57.10.1,58.1.8",
群馬県,下仁田町,都市計画,"撮影,図化","12500,,2500","25.0KM2,5.5KM2",下仁田町,関東測量,"57.4.1,57.5.25",93
群馬県,,砂防計画,"撮影,図化","25000,,5000","324.0KM2,111.0KM2",関東地建利根川水系砂防工事事務所,オオバ,"57.9.28,58.3.16",769
群馬県,前橋市,道路計画,図化,1000,2.7KM2,関東地建高崎工事事務所,国際航業,"57.10.21,58.3.5",
群馬県,沼田市,都市計画,図化,2500,25.0KM2,沼田市,セントラル航空測量,"57.5.20,57.9.20",183
群馬県県境埼玉県,"利根村,上野村,県境大滝村",発電計画,図化,5000,10.0KM2,通商産業省資源エネルギー庁公益事業部,アジア航測,"57.11.29,57.12.15",
群馬県,伊勢崎市,土地区画整理,平板,500,1.0KM2,伊勢崎市,三陽測量,"57.12.13,58.2.28",
群馬県,板倉町,土地区画整理,平板,500,0.2KM2,板倉町,両毛測量,"57.11.25,58.3.15",
群馬県,前橋市,土地区画整理,平板,500,0.4KM2,前橋工業団地造成組合,技研測量設計,"57.5.26,57.6.30",
埼玉県,草加市,土地区画整理,基準点,1級,6point,草加市,昭和測量工業,"57.12.10,58.1.31",
埼玉県,庄和町,道路計画,"基準点,平板","1級,,500","5point,4.8KM2",庄和町,共和コンサルタント,"57.12.26,58.3.18",
埼玉県,坂戸市,土地区画整理,"基準点,基準点","1級,,2級","41point,112point",坂戸市粟生田土地区画整理組合,東日本航空,"57.11.1,58.3.31",
埼玉県,飯能市,土地区画整理,基準点,2級,7point,飯能市,昭和測量工業,"57.10.20,58.3.10",
埼玉県,八潮市,道路台帳,基準点,2級,15point,八潮市,国際航業,"57.10.19,58.3.12",
埼玉県,嵐山町,道路台帳,基準点,2級,20point,嵐山町,武州測量,"58.2.3,58.3.30",
埼玉県,大井町,土地区画整理,基準点,2級,7point,"大井町鶴ヶ岡特定土地区画整理組合,大井町亀久保特定土地区画整理組合",昭和測量工業,"58.2.2,58.3.25",
埼玉県,入間市,土地区画整理,基準点,2級,10point,入間市,昭和測量工業,"57.4.5,57.10.31",
埼玉県,日高町,道路台帳,"基準点,平板","3級,,500","8point,2.6KM2",日高町,"中央測量,埼玉コンサルタント","57.10.7,58.3.25",
埼玉県,戸田市,土地区画整理,"基準点,平板","3級,,500","9point,2.2KM2",戸田市,埼玉県都市整備公社,"57.8.6,57.12.25",
埼玉県,,地盤沈下,水準,1級,1555.0km,埼玉県,朝日航洋,"57.11.26,58.2.28",965
埼玉県,"大宮市,与野市",用水路事業,"撮影,図化","3000,,500","6.4KM2,0.4KM2",水資源開発公団埼玉合口二期建設所,中庭測量,"57.4.20,57.6.18",
埼玉県,志木市,下水道台帳,"撮影,図化","4000,,500","6.4KM2,0.1KM2",志木市,東日本航空,"58.2.7,58.3.30",1296
埼玉県,江南村,道路台帳,"撮影,図化","4000,,500","7.0KM2,0.4KM2",江南村,関東測量,"58.2.10,58.3.22",
埼玉県,大井町,都市計画及び下水道台帳,"撮影,撮影,図化,図化","4000,,12500,,500,,2500","3.8KM2,37.0KM2,1.3KM2,8.0KM2",大井町,朝日航洋,"57.9.10,58.2.28",700
埼玉県,与野市,都市計画,"撮影,図化","8000,,1000","7.0KM2,2.9KM2",与野市,八州,"57.12.25,58.3.25",
埼玉県,美里村,道路台帳,"撮影,図化","8000,,1000","63.0KM2,18.0KM2",美里村,第一航業,"57.6.26,59.2.29",252
埼玉県,"吉田町,小鹿野町",ダム計画,"撮影,図化","12500,,2500","18.0KM2,5.8KM2",埼玉県荒川水系ダム統合事務所,太平洋航業,"57.7.16,57.9.3",485
埼玉県,鷲宮町,河川改修,"撮影,図化","12500,,2500","14.5KM2,5.9KM2",埼玉県南部河川改修事務所,アトラス測地,"57.7.1,57.11.20",559
埼玉県,浦和市,都市計画,"撮影,図化","12500,,2500","145.0KM2,104.0KM2",浦和市,八州・日東航空測量共同企業体,"57.8.18,58.2.28",610
埼玉県,与野市,都市計画,"撮影,図化","12500,,2500","17.0KM2,8.3KM2",与野市,八州・日東航空測量共同企業体,"57.9.7,58.2.28",
埼玉県,川口市,都市計画,"撮影,図化","12500,,2500","75.5KM2,62.9KM2",川口市,大平洋航業,"57.9.22,58.3.19",702
埼玉県,羽生市,都市計画,"撮影,図化","12500,,2500","59.3KM2,13.0KM2",羽生市,オオバ,"57.10.14,58.2.28",845
埼玉県,所沢市,都市計画,"撮影,図化","12500,,2500","108.0KM2,71.8KM2",所沢市,八州,"57.10.30,58.1.31",900
埼玉県,和光市,都市計画,"撮影,図化","12500,,2500","62.1KM2,11.6KM2",和光市,朝日航洋,"57.11.3,58.3.15",1030
埼玉県,越谷市,都市計画,"撮影,図化","12500,,2500","140.0KM2,59.7KM2",越谷市,パシフイック航業,"57.5.29,57.12.20",251
埼玉県,伊奈町,都市計画,"撮影,図化","12500,,2500","40.0KM2,15.0KM2",伊奈町,昭和測量工業,"57.5.10,57.7.10",134
埼玉県,荒川村,総合計画,"撮影,図化","12500,,2500","58.0KM2,32.6KM2",荒川村,太平洋航業,"57.7.16,57.12.25",486
埼玉県,妻沼町,総合計画,"撮影,図化","30000,,10000","105.0KM2,36.2KM2",妻沼町,関東測量,"57.5.12,57.8.10",180
埼玉県,江南村,都市計画,"撮影,図化","30000,,10000","50.0KM2,22.3KM2",江南村,関東測量,"57.11.24,58.3.22",1113
埼玉県,栗橋町,都市計画,図化,2500,15.7KM2,栗橋町,東日本航空,"57.7.19,57.12.20",557
埼玉県,八潮市,土地区画整理,平板,500,0.7KM2,八潮市,昭和測量工業,"57.4.26,57.12.27",
埼玉県,入間市,土地区画整理,平板,500,0.5KM2,入間市,昭和測量工業,"57.10.4,58.3.15",
埼玉県,春日部市,土地区画整理,"平板,平板","500,,1000","0.6KM2,0.6KM2",春日部市,昭和測量工業,"57.9.30,58.1.16",
埼玉県,八潮市,土地区画整理,平板,500,0.5KM2,八潮市,共和コンサルタント,"57.11.6,58.3.22",
埼玉県,与野市,道路台帳,平板,500,0.1KM2,与野市,国際航業,"57.10.12,58.3.22",
埼玉県,熊谷市,道路台帳,平板,500,1.1KM2,熊谷市,昭和測量工業,"58.2.28,58.3.25",
埼玉県,鶴ヶ島町,土地区画整理,平板,500,1.3KM2,鶴ヶ島町,昭和測量工業,"57.7.19,57.10.30",
埼玉県,騎西町,土地区画整理,平板,500,0.3KM2,騎西町,共和コンサルタント,"57.10.5,57.12.25",
埼玉県,坂戸市,土地区画整理,平板,500,1.5KM2,住宅・都市整備公団,測地文化社,"58.4.1,59.3.31",
埼玉県,桶川市,土地区画整理,平板,500,0.4KM2,桶川市朝日土地区画整理組合,昭和測量工業,"57.7.5,58.3.25",
埼玉県,上尾市,土地区画整理,平板,500,1.5KM2,上尾市鴨川土地区画整理組合,昭和測量工業,"57.7.5,58.3.25",
埼玉県,寄居町,森林計画,写図,5000,105.0KM2,埼玉県,朝日航洋,"58.2.1,58.3.10",1232
千葉県,千葉市,港湾計画,"基準点,基準点","1級,,3級","1point,5point",第二港湾建設局千葉港工事事務所,国際航業,"58.3.15,58.3.30",
千葉県,市原市,土地区画整理,"基準点,平板","1級,,500","9point,0.8KM2",市原市,大和測量,"57.9.27,58.1.25",
千葉県,関宿町,道路台帳,"基準点,基準点,水準","1級,,2級,,3級","20point,38point,29.9km",関宿町,パシフイック航業,"57.11.28,58.3.14",
千葉県,千葉市,土地区画整理,"基準点,平板","2級,,500","8point,0.7KM2",千葉市,"石井測量,五洋測量設計","58.2.18,58.10.31",
千葉県,,地盤沈下,水準,1級,2365.0km,千葉県,"八州,東日本航空,京葉測量,協立コンサルタント","57.11.11,58.3.25",957
千葉県,松戸市,下水道台帳,"撮影,図化","4000,,500","2.9KM2,0.7KM2",松戸市,アジア航測,"57.6.1,57.7.31",
千葉県,小見川町,ほ場整備,"撮影,図化","7000,,1000","12.0KM2,5.5KM2",小見川町豊浦土地改良区,国際航業,"57.11.5,58.1.30",901
千葉県,"千葉市,市原市,木更津市,袖ケ浦町",道路計画,"撮影,図化","7000,,1000","230.5KM2,17.0KM2",日本道路公団東京第一建設局,パシフイック航業,"57.12.20,58.2.10",
千葉県,館山市,道路台帳,"撮影,図化","8000,,500","83.8KM2,3.6KM2",館山市,パシフイック航業,"57.6.14,58.2.28",246
千葉県,東金市,都市計画,"撮影,図化","12500,,2500","105.0KM2,90.0KM2",東金市,国際航業,"57.10.20,58.3.25",911
千葉県,酒々井町,都市計画,"撮影,図化","12500,,2500","30.0KM2,19.2KM2",酒々井町,アジア航測,"57.10.1,58.3.25",850
千葉県,鎌ケ谷市,道路台帳,図化,500,0.7KM2,鎌ヶ谷市,国際航業,"57.5.10,57.12.25",
千葉県,沼南町,道路台帳,図化,500,2.3KM2,沼南町,国際航業,"57.5.31,58.2.20",
千葉県,松戸市,道路台帳,図化,1000,3.3KM2,千葉県,太平洋航業,"57.3.10,57.4.20",
千葉県,鴨川市,ほ場整備,図化,1000,5.0KM2,鴨川市,アジア航測,"57.7.30,57.11.10",502
千葉県,木更津市,道路計画,図化,1000,3.8KM2,日本道路公団横浜工事事務所,アジア航測,"58.2.4,58.3.25",
千葉県,関宿町,河川計画,図化,2500,17.4KM2,関東地建江戸川工事事務所,アジア航測,"57.7.13,57.12.9",
千葉県,沼南町,河川計画,図化,2500,6.2KM2,関東地建利根川下流工事事務所,アジア航測,"57.10.28,58.1.5",961
千葉県,野田市,都市計画,図化,2500,78.7KM2,野田市,オオバ,"57.12.28,59.3.7",1305
千葉県,千倉町,土地改良,図化,2500,3.4KM2,千倉町,パシフイック航業,"57.7.16,57.10.16",1286
千葉県,千葉市,市街地再開発事業調査,平板,250,0.1KM2,千葉市,パシフイック航業,"57.12.20,58.3.31",
千葉県,市原市,土地区画整理,平板,500,0.4KM2,市原市,八州,"57.6.26,57.12.25",
千葉県,館山市,土地区画整理,平板,500,0.1KM2,館山市,オオバ,"57.8.5,57.11.30",
千葉県,千葉市,土地区画整理,平板,500,0.2KM2,千葉市,石井測量,"57.8.20,57.12.22",
千葉県,千葉市,土地区画整理,平板,500,0.5KM2,千葉市,都市開発コンサルタント,"57.11.15,58.3.25",
千葉県,富里村,土地区画整理,平板,500,0.4KM2,富里村,都市計画センター,"57.9.1,57.12.30",
千葉県,鋸南町,森林計画,写図,5000,172.5KM2,千葉県,パシフイック航業,"57.12.9,58.3.31",1042
東京都,墨田区,都市計画,"基準点,基準点","1級,,2級","15point,4point",墨田区,日本測量,"57.9.1,57.11.30",
東京都,江東区,道路台帳,"基準点,基準点","1級,,2級","8point,55point",江東区,共進測量設計,"57.7.7,57.11.29",
東京都,清瀬市,道路台帳,基準点,1級,15point,清瀬市,大輝測量,"57.10.1,58.1.31",
東京都県境神奈川県,"大田区,県境川崎市",空港移転,"基準点,基準点","2級,,4級","11point,19point",第二港湾建設局東京空港工事事務所,国際航業,"58.1.17,58.3.10",
東京都,足立区,道路台帳,"基準点,平板","2級,,500","55point,0.7KM2",足立区,国際航業,"57.8.23,58.3.31",
東京都,小金井市,都市計画,基準点,2級,18point,小金井市,大輝測量,"57.9.10,58.1.17",
東京都,秋川市,道路台帳,基準点,2級,15point,秋川市,八千代測量,"57.11.15,58.3.31",
東京都,,海岸保全,水準,1級,230.0km,東京都港湾局,"日本測量,八州","57.11.1,58.3.31",
東京都,,地盤沈下,水準,1級,1016.0km,東京都土木技術研究所,"日本測量,八州","57.10.1,58.3.31",703
東京都,足立区,地盤沈下,水準,1級,90.0km,足立区,国際航業,"57.8.23,58.3.31",663
東京都,"稲城市,八王子市",宅地造成計画,"撮影,図化新規,図化修正","3000,,500,,500","21.1KM2,3.6KM2,6.6KM2",住宅・都市整備公団南多摩開発局,国際航業,"57.6.1,57.10.9",396
東京都,八王子市,宅地造成計画,"撮影,図化","4000,,500","25.0KM2,14.4KM2",東京都,国際航業,"58.1.11,58.3.19",1304
東京都,国分寺市,都市計画,"撮影,図化","4000,,500","21.3KM2,1.3KM2",国分寺市,大輝測量,"57.11.27,58.11.30",1050
東京都,小平市,下水道台帳,"撮影,図化","4000,,500","4.5KM2,1.6KM2",小平市,パシフイック航業,"57.12.6,58.3.14",1035
神奈川県,横浜市,道路計画,"撮影,図化","7000,,1000","20.0KM2,2.3KM2",日本道路公団東京第1建設局,朝日航洋,"57.8.4,57.12.11",
東京都,"八王子市,秋川市",道路計画,"撮影,図化","8000,,1000","14.9KM2,1.0KM2",東京都西多摩建設事務所,八州,"58.1.26,58.3.25",
東京都,稲城市,都市計画,"撮影,図化","8000,,1000","30.0KM2,1.0KM2",稲城市,国際航業,"57.9.30,58.3.10",665
全国,,電源開発計画,"撮影,図化","20000,,5000","646.9KM2,846.7KM2",新エネルギー財団水力本部,"アジア航測,国際航業,パシフイック航業,写測","57.9.30,58.3.10",600
東京都,"立川市,昭島市",都市計画,図化,1000,3.4KM2,住宅・都市整備公団,パシフイック航業,"57.8.25,57.10.30",634
東京都,練馬区,道路境界確定図作成,"平板,平板","250,,500","0.5KM2,0.5KM2",練馬区,練馬測量業協同組合,"57.4.27,58.3.31",
