都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,～の有無,2018.01.10地名修正
山形県,飯豊町,ダム管理,"撮影,写測,写測","8000,,1000,,2500","25.0KM2,0.9KM2,8.1KM2",東北地建白川ダム工事事務所,国際航業,"55.4.30,55.9.30",,,ダム→町,,
山形県,舟形町,農村総合整備,"撮影,写測","25000,,5000","246.0KM2,119.7KM2",山形県最上地方事務所,セントラル航空測量,"55.5.30,55.9.30",171,,郡削除,,
山形県,新庄市,都市計画,"撮影,撮影,撮影,写測,写測,写測,写測,","4000,,8000,,30000,,500,,1000,,2500,,10000","17.0KM2,204.0KM2,450.0KM2,6.2KM2,181.0KM2,30.0KM2,184.0KM2",新庄市,国際航業,"55.5.20,58.3.20",238,,,,
山形県,小国町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","13.5KM2,360.0KM2,0.4KM2,8.4KM2",小国町,国際航業,"55.6.2,56.5.31",239,,全域削除,,
山形県,尾花沢市,道路計画,"基準点,水準",",,",",4.0km",東北地建山形工事事務所,三和技術コンサルタント,"55.6.1,55.8.30",,基準点は記録なしとした,地名修正,,
山形県,"山形市,天童市",都市計画,"写測新規,写測修正","2500,,2500","22.6KM2,85.4KM2",山形県,"パシフィック航業,東日本航空","55.8.1,56.2.16",484,写測修正,"地区削除,外削除",,
山形県県境宮城県,"高畠町,県境七ケ宿町",道路計画,写測,2500,4.3KM2,東北地建山形工事事務所,国際航業,"55.8.27,55.10.5",,,,,地名修正
山形県,大石田町,都市計画,"写測,写測","2500,,10000","9.0KM2,20.0KM2",大石田町,パシフィック航業,"55.8.30,55.9.30",555,,,,
山形県,米沢市,地盤沈下,水準,,1.2KM2,米沢市,東邦技術,"55.9.20,55.10.20",,,地名修正,,
山形県,"南陽市,川西町",森林計画,写図,5000,210.0KM2,山形県,国際航業,"55.10.13,56.3.14",657,,,,
山形県,,森林計画,撮影,16000,715.0KM2,山形県,アジア航測,"55.9.16,55.11.30",658,,置賜は広域なので不明,,
山形県,,河川工事,写測,2500,30.5KM2,東北地建新庄工事事務所,セントラル航空測量,"55.10.15,56.1.31",680,,河川なので削除,,
山形県,山形市,地盤沈下,水準,,48.4KM2,山形市,田村測量設計,"55.11.1,56.2.28",681,,全域削除,,
山形県県境宮城県,"山形市,県境仙台市,松島町",鉄道計画,"撮影,撮影,写測","4000,,8000,,500","11.7KM2,4.5KM2,1.1KM2",日本国有鉄道仙台新幹線工事局,東日本航空,"55.11.4,56.3.4",,,,,地名修正
山形県,金山町,ダム建設,水準,,15.0km,山形県新庄建設事務所,(有)結城測量事務所,"55.11.20,55.12.10",,,字以下削除,,
山形県,上山市,都市計画,写測,2500,10.5KM2,上山市,アジア航測,"55.11.17,56.1.31",883,,,,
山形県,酒田市,道路台帳,"写測,写測","500,,1000","1.9KM2,16.6KM2",酒田市,パシフィック航業,"55.12.20,57.3.31",,,,,
山形県,鶴岡市,土地区画整理,平板,2500,0.4KM2,鶴岡市,(株)石川測量事務所,"56.3.1,56.3.28",,,,,
山形県,上山市,土地区画整理,平板,500,0.7KM2,上山市,パシフィック航業,"56.3.4,56.3.28",1134,,,,
山形県,東根市,地盤沈下,水準,,21.0km,東根市,三和技術コンサルタント,"56.2.28,56.3.25",1218,,,,
福島県,相馬市,下水道計画,"撮影,写測","4000,,500","6.6KM2,0.5KM2",相馬市,パシフィック航業,"55.5.6,55.8.31",88,,地区削除,,
福島県,只見町,ほ場整備,撮影,8000,39.1KM2,福島県,三和航測,"55.5.10,55.8.31",,,地名修正,,
福島県,柳津町,ほ場整備,"撮影,写測","8000,,1000","25.8KM2,0.8KM2",柳津町,おおとり航測,"55.5.14,55.7.31",123,,地内削除,,
福島県,山都町,都市計画,写測,2500,5.1KM2,山都町,おおとり航測,"55.5.22,55.7.30",124,,地内削除,,
福島県,保原町,道路調査,"撮影,写測","12500,,2500","29.5KM2,6.6KM2",福島県福島建設事務所,おおとり航測,"55.5.20,55.7.20",,,地内削除,,
福島県,会津若松市,森林調査,撮影,16000,2.3KM2,福島県,東洋航空事業,"55.5.12,55.10.31",172,,「他」削除,,
福島県,只見町,道路調査,"撮影,写測","8000,,1000","46.3KM2,3.1KM2",福島県田島建設事務所,おおとり航測,"55.6.5,55.8.31",,,地内削除,,
福島県,喜多方市,都市計画,"撮影,写測","12500,,2500","62.4KM2,54.0KM2",福島県,アジア航測,"55.6.16,55.12.12",237,,,,
福島県,いわき市,道路計画,"撮影,写測","8000,,1000","9.2KM2,1.8KM2",福島県いわき建設事務所,おおとり航測,"55.6.30,55.8.20",,,地区削除,,
福島県,浪江町,都市計画,"撮影,写測,写測","12500,,2500,,10000","82.5KM2,56.0KM2,56.0KM2",浪江町,東日本航空,"55.7.3,55.11.15",331,,,,
福島県,郡山市,"空中写真,撮影",撮影,12500,905.0KM2,郡山市,三和航測,"55.7.10,55.9.22",332,,"全域削除,郡削除",,
福島県,"常葉町,都路村,川内村",農用地造成,"撮影,写測","7000,,1000","54.0KM2,1.0KM2",農用地開発公団阿武隈八溝事務所,三和航測,"55.6.25,55.8.30",348,,郡削除,,
福島県,いわき市,道路計画,写測,2500,8.8KM2,福島県いわき建設事務所,おおとり航測,"55.8.1,55.10.6",,,地区削除,,
福島県,"白沢村,郡山市",代替地計画,写測,1000,2.9KM2,東北地建三春ダム工事事務所,アジア航測,"55.7.22,55.9.16",,,地名修正,,
福島県,郡山市,農地造成計画,"撮影,写測","7000,,1000","198.0KM2,6.3KM2",東北農政局郡山東部開拓建設事業所,アジア航測,"55.10.6,55.12.11",610,,郡削除,,地名修正
福島県,会津若松市,区画整理,平板,500,0.9KM2,会津若松市,パシフィック航業,"55.11.15,56.2.28",,,地区削除,,
福島県,下郷町,道路調査,"撮影,写測","8000,,1000","23.2KM2,1.6KM2",福島県田島建設事務所,おおとり航測,"55.11.10,56.1.20",827,,,,地名修正
福島県,大熊町,道路台帳,平板,500,6.4KM2,大熊町,東日路政コンサルタント,"55.12.1,56.5.30",,,全域削除,,
福島県,古殿町,道路計画,写測,2500,3.2KM2,福島県郡山建設事務所,おおとり航測,"55.11.18,56.1.20",,,郡削除,,
福島県,会津若松市,道路計画,写測,2500,3.5KM2,福島県郡山建設事務所,おおとり航測,"55.11.18,56.1.20",,,地名修正,,
福島県,原町市,林野測量,"図根,境界",",,","7point,7.0km",福島県原町地盤沈下対策事務所,(財)林野弘済会,"55.11.20,56.1.30",,,地内削除,,
福島県,東和町,道路計画,写測,2500,3.3KM2,福島県福島建設事務所,おおとり航測,"55.11.27,55.12.27",,,字以下削除,,
福島県,三春町,農地開発,写測,1000,2.6KM2,福島県,アジア航測,"55.11.26,56.1.24",,,地名修正,,
福島県,"広野町,楢葉町,富岡町,川内村,大熊町,双葉町,浪江町,葛尾村",道路計画,"撮影,写測","12500,,2500","88.4KM2,9.5KM2",福島県原町建設事務所,パシフィック航業,"55.12.3,56.3.5",,,郡展開,,
福島県,,海岸保全台帳,写測,2500,4.5KM2,福島県,アジア航測,"55.12.10,56.3.10",960,,地名修正,,
福島県,,正射写真図作成,写図,5000,351.9KM2,福島県,東洋航空事業,"55.11.19,56.2.28",1024,,地区削除,,
福島県,原町市,地盤沈下,水準,,44.0km,原町市,(株)福建コンサルタント,"56.2.1,56.3.20",1053,,地区削除,,
福島県,舘岩村,道路台帳,平板,500,5.1KM2,館岩村,東日路政コンサルタント,"56.4.20,57.3.20",,,,,地名修正
福島県,郡山市,都市計画,写測,2500,61.3KM2,郡山市,パシフィック航業,"56.1.30,56.3.14",1114,,郡削除,,
福島県,保原町,都市計画,"撮影,写測","12500,,2500","42.1KM2,42.1KM2",保原町,おおとり航測,"56.3.2,56.3.30",1244,,全域削除,,
福島県,福島市,道路計画,撮影,3000,6.0KM2,福島県福島建設事務所,おおとり航測,"56.2.7,56.3.20",1245,,地名修正,,
福島県,船引町,道路台帳,平板,500,0.4KM2,船引町,東日路政コンサルタント,"56.3.20,56.4.30",,,郡削除,,
茨城県,"下妻市,石下町",道路計画,写測,1000,2.6KM2,茨城県石下土木事務所,おおとり航測,"55.4.1,55.5.20",,,,,
茨城県,結城市,都市計画,写測,1000,2.8KM2,結城市,国際航業,"55.3.9,55.4.30",,,南部削除,,
茨城県,"水海道市,谷和原村",道路計画,"撮影,写測","8000,,1000","22.0KM2,7.8KM2",茨城県石下土木事務所,アジア航測,"55.2.21,55.4.25",,,郡削除,,
茨城県,古河市,道路台帳,"撮影,写測","5000,,1000","21.0KM2,21.0KM2",古河市,第一航業,"55.3.1,56.3.31",,,,,
茨城県,江戸崎町,河川計画,"撮影,写測","15000,,2500","98.3KM2,3.8KM2",茨城県,東洋航空事業,"55.3.26,55.5.30",46,,,,
茨城県,玉造町,道路台帳,"撮影,写測","6000,,1000","51.6KM2,51.6KM2",玉造町,茨城県建設コンサルタント,"55.4.25,55.8.20",94,,全域削除,,
茨城県,"水戸市,那珂市",都市計画,"撮影,写測","10000,,2500","14.5KM2,7.0KM2",地域振興整備公団,中庭測量,"55.3.19,55.7.18",147,,"地区削除,地名修正",,
茨城県,那珂町,都市計画,"撮影,撮影,写測,写測","12500,,30000,,2500,,10000","380.8KM2,141.4KM2,60.2KM2,28.8KM2",那珂町,三和航測,"55.5.14,55.8.20",204,,,,
茨城県,岩井市,下水道事業,写測,500,0.9KM2,岩井市,セントラル航空測量,"55.5.28,55.9.24",,,地内削除,,
茨城県,谷田部町,市街地開発事業,写測,2500,4.0KM2,茨城県,東洋航空事業,"55.5.1,55.7.31",288,,字以下削除,,
茨城県,筑波町,都市計画,"撮影,写測","12500,,2500","9.9KM2,3.7KM2",茨城県,国際航業,"55.6.15,55.7.31",289,,測量地域修正,,
茨城県,龍ケ崎市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","19.6KM2,120.0KM2,4.8KM2,27.2KM2",竜ヶ崎市,第一航業,"55.6.14,57.7.30",352,,全域削除,,地名修正
茨城県,大穂町,道路台帳,"撮影,写測","8000,,1000","34.0KM2,4.0KM2",大穂町,第一航業,"55.6.14,56.3.20",447,,全域削除,,
茨城県,日立市,道路台帳,"撮影,写測","4000,,500","15.4KM2,2.3KM2",日立市,サンコーコンサルタント,"55.4.4,55.10.30",449,,北部削除,,
茨城県,猿島町,ほ場整備,"撮影,写測","8000,,1000","14.0KM2,2.0KM2",茨城県霞ヶ浦用水調査事務所,三和航測,"55.8.24,55.10.31",,,,,
茨城県,"水戸市,鹿嶋市,つくば市,波崎町",道路現況,"撮影,写測","8000,,1000","83.0KM2,11.0KM2",茨城県,茨城県建設コンサルタント,"55.8.10,56.3.15",,,"地区削除,地名修正",,地名修正
茨城県,,河川図作成,写測,2500,20.7KM2,関東地建下館工事事務所,アジア航測,"55.9.7,56.1.13",,,流域削除,,
茨城県,岩間町,ほ場整備,"撮影,写測","8000,,1000","6.6KM2,4.4KM2",茨城県石岡台地土地改良事業所,第一航業,"55.10.1,56.3.25",770,,郡削除,,
茨城県,勝田市,下水道台帳,写測,500,2.4KM2,勝田市,三上測量設計事務所,"55.11.1,56.3.9",,,地内削除,,
茨城県,土浦市,下水道計画,"撮影,写測","4000,,500","26.8KM2,9.8KM2",土浦市,パシフィック航業,"55.10.29,56.1.21",,,"地区削除,地名修正",,
茨城県,明野町,道路台帳,"撮影,写測","6000,,1000","61.4KM2,47.0KM2",明野町,茨城県建設コンサルタント,"55.12.1,56.3.25",890,,全域削除,,
茨城県,結城市,下水道計画,"撮影,写測","4000,,500","3.1KM2,0.6KM2",結城市,パシフィック航業,"55.10.31,56.1.20",,,,,
茨城県,土浦市,地盤変動,水準,,31.0km,土浦市,東洋航空事業,"55.12.15,56.3.30",904,,,,
茨城県,"五霞町,土浦市",地盤変動,水準,,450.0km,茨城県,東洋航空事業,"55.11.25,56.3.31",905,,"地区削除,地名修正",,
茨城県,水戸市,道路台帳,"基準点,基準点","1級,,2級","80point,170point",水戸市,パシフィック航業,"55.11.11,56.3.31",,,地名修正,,
茨城県,大子町,都市計画,"撮影,写測","15000,,2500","52.7KM2,23.0KM2",茨城県,(株)八州,"55.11.29,56.3.15",974,,,,
茨城県,協和町,土地改良,"撮影,写測","8000,,1000","18.0KM2,5.0KM2",茨城県下館土地改良事務所,東洋航空事業,"55.12.1,56.2.28",976,,字以下削除,,
茨城県,土浦市,線路平面図作成のため,"撮影,写測","4000,,500","5.6KM2,0.9KM2",日本国有鉄道東京第一工事局,東日本航空,"55.11.26,56.3.25",984,,駅→市,,
茨城県,新利根村,道路計画,"撮影,写測","8000,,1000","8.2KM2,1.3KM2",茨城県竜ヶ崎土木事務所,東洋航空事業,"55.12.13,56.3.15",1032,,,,
茨城県,水戸市,都市計画,"撮影,写測","15000,,2500","57.0KM2,1.7KM2",水戸市,東洋航空事業,"55.12.16,56.3.30",1060,,,,
茨城県,茎崎村,都市計画,"撮影,写測","10000,,2500","30.0KM2,17.3KM2",茨城県,写測,"55.12.1,56.3.15",1064,,郡削除,,
茨城県,江戸崎町,導水路計画,写測,1000,10.2KM2,関東地建霞ヶ浦工事事務所,アジア航測,"55.12.25,56.3.18",1065,,郡削除,,
茨城県,筑波町,道路計画,"撮影,写測","8000,,1000","14.0KM2,1.7KM2",茨城県国際博関連公共事業建設事務所,太平洋航業(株),"56.1.20,56.3.13",1166,,郡削除,,
茨城県,,河川改修,"撮影,撮影","12500,,10000","230.0KM2,230.0KM2",関東地建常陸工事事務所,国際航業,"56.2.25,56.3.29",1170,モザイク→撮影,川,,
茨城県,下館市,道路計画,"撮影,写測","8000,,1000","8.3KM2,1.0KM2",茨城県下館土木事務所,太平洋航業(株),"56.2.14,56.3.15",,,地名修正,,
茨城県,"勝田市,那珂湊市,東海村",公園計画,"撮影,写測","8000,,1000","31.8KM2,4.0KM2",関東地建常陸海浜公園調査事務所,パシフィック航業,"56.2.18,56.5.6",1225,,地名修正,,
栃木県,真岡市,道路台帳,"撮影,写測","8000,,1000","11.5KM2,16.5KM2",真岡市,国際航業,"55.4.16,58.3.31",92,,,,
栃木県,大田原市,都市計画,"撮影,写測","12500,,2500","24.0KM2,12.7KM2",大田原市,国際航業,"55.4.1,55.5.31",,,,,
栃木県,大田原市,下水道計画,"撮影,写測","4000,,500","8.0KM2,3.0KM2",大田原市,国際航業,"55.4.28,55.8.30",,,,,
栃木県,"烏山町,小川町,南那須町,芳賀町,市貝町,茂木町",森林計画,写真図,5000,160.0KM2,栃木県,東洋航空事業,"55.5.8,55.7.31",,,,,地名修正
栃木県,小山市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","41.0KM2,173.8KM2,41.0KM2,130.0KM2",小山市,パシフィック航業,"55.5.26,57.3.31",180,,"全域削除,管内削除",,
栃木県,"今市市,鹿沼市",河川開発,"撮影,写測","25000,,5000","301.0KM2,40.0KM2",水資源開発公団思川開発調査所,アジア航測,"55.6.20,55.12.19",,,,,
栃木県,南河内町,管内図作成,"撮影,写測","30000,,10000","31.0KM2,31.0KM2",南河内町,パシフィック航業,"55.7.23,55.10.20",545,,,,
栃木県,鹿沼市,森林調査,撮影,20000,600.0KM2,関東信越国税局,セントラル航業,"55.10.18,55.11.30",745,,地区削除,,
栃木県,足利市,地盤沈下,水準,,332.0km,栃木県,国際航業,"55.11.25,56.2.4",747,,外削除,,
栃木県,,砂防計画,撮影,12500,13.0KM2,関東地建日光砂防工事事務所,パシフィック航業,"55.10.9,56.1.6",792,,流域削除,,
栃木県,"岩舟町,大平町,野木町",下水道計画,"撮影,写測","10000,,2500","54.0KM2,90.3KM2",栃木県,国際航業,"55.10.29,56.3.10",797,,,,
栃木県,上河内村,農地計画,"撮影,写測","8000,,1000","5.3KM2,4.5KM2",上河内村,東日本航空,"55.11.1,56.2.28",898,,"地区削除,地名修正地名修正",,
栃木県,那須町,下水道台帳,"撮影,写測","4000,,500","10.0KM2,0.8KM2",那須町,日研測量(株),"55.10.28,56.2.28",900,,地名修正,,
栃木県,"塩谷町,高根沢町",森林調査,"図根点,図根点",",,","12.0km,5.0km",前橋営林局,林野弘済会,"55.11.25,56.3.20",,事業量の「新」「既」削除,郡展開,,
栃木県,"佐野市,栃木市,岩舟町,葛生町",森林計画,写図,5000,280.0KM2,栃木県,アジア航測,"55.12.1,56.3.31",929,,,,
栃木県,宇都宮市,土地改良,写測,1000,11.0KM2,宇都宮市,パシフィック航業,"55.11.25,56.2.20",933,,地区削除，地名修正,,
栃木県,小山市,都市計画,"写測新規,写測修正","2500,,2500","45.5KM2,30.0KM2",小山市,パシフィック航業,"55.11.13,56.3.31",973,写測修正,,,
栃木県,藤原町,下水道台帳,"撮影,写測","4000,,500","4.0KM2,2.3KM2",藤原町,国際航業,"55.12.26,56.3.10",,,,,
栃木県,国分寺町,都市計画,写測,2500,14.5KM2,国分寺町,協和測量設計(株),"55.12.10,56.3.10",1030,,,,
栃木県,小川町,道路台帳,"撮影,写測","8000,,1000","83.0KM2,4.1KM2",小川町,日研測量(株),"56.1.5,57.3.10",1118,,,,
栃木県,南河内町,都市計画,写測,2500,21.4KM2,南河内町,国際航業,"55.12.1,56.2.28",1120,,,,
栃木県,上三川町,都市計画,写測,2500,46.6KM2,上三川町,協和測量設計(株),"56.1.19,56.3.25",1131,,,,
栃木県県境群馬県,"塩谷町,高根沢町,県境松井田町,新治村",国有林野経営,"図根,境界",",,","23point,55.0km",前橋営林局,"群馬測量(株),玉野測量設計","55.5.20,56.2.19",,,県名など修正,,
群馬県,中之条町,現形測量,"撮影,写測,写測","12500,,2500,,10000","21.0KM2,7.3KM2,7.3KM2",中之条町,技研測量設計,"55.5.15,55.8.30",287,,,,
群馬県,富岡市,都市計画,"撮影,写測","12500,,2500","93.6KM2,93.6KM2",富岡市,技研測量設計,"55.9.4,56.4.30",660,,全域削除,,
群馬県,太田市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","4.9KM2,52.4KM2,0.7KM2,7.0KM2",太田市,パシフィック航業,"55.5.6,56.3.15",662,,市内削除,,
群馬県,沼田市,道路台帳,"撮影,写測","8000,,1000","115.0KM2,34.0KM2",沼田市,セントラル航空測量,"55.8.16,57.3.25",665,,全域削除,,
群馬県,,砂防計画,"撮影,写測","25000,,5000","471.0KM2,176.0KM2",関東地建利根川水系砂防工事事務所,オオバ,"55.9.19,56.3.12",687,,流域削除,,
群馬県,,森林計画,写図,5000,150.0KM2,群馬県,中庭測量,"55.11.1,56.2.28",796,,流域削除,,
群馬県,伊香保町,道路台帳,写測,500,22.3KM2,伊香保町,東日本航空,"55.10.17,56.3.20",,,,,
群馬県,藤岡市,都市計画,"撮影,撮影","4000,,8000","24.0KM2,52.0KM2",藤岡市,セントラル航空測量,"55.11.11,56.3.15",972,,,,
群馬県,箕郷町,都市計画,"撮影,写測","12500,,2500","42.0KM2,26.0KM2",箕郷町,セントラル航空測量,"55.10.20,56.2.28",979,,,,
群馬県,前橋市,土地区画整理,現形,500,1.4KM2,前橋市,"技研測量設計(株),三陽測量(株)","55.12.18,56.3.25",,,,,
群馬県,吉岡村,都市計画,"撮影,写測","4000,,500","25.0KM2,0.9KM2",吉岡村,セントラル航空測量,"56.2.1,56.3.25",1251,,,,
群馬県,"桐生市,太田市",土地改良,"撮影,写測,写測","8000,,1000,,2500","61.0KM2,5.2KM2,25.0KM2",群馬県館林土地改良事務所,藤和航測(株),"56.1.10,56.3.20",1253,,,,
埼玉県,横瀬村,都市計画,"撮影,写測","8000,,2500","9.0KM2,9.0KM2",横瀬村,国際航業,"55.3.1,55.5.31",20,,,,
埼玉県,川越市,道路台帳,"撮影,写測","4000,,500","109.1KM2,38.2KM2",川越市,パシフィック航業,"55.5.24,57.10.7",206,,全域削除,,
埼玉県,花園村,都市計画,"撮影,写測,写測","12500,,2500,,10000","20.0KM2,16.0KM2,16.0KM2",花園村,新日本測量設計,"55.5.1,55.9.30",,,全域削除,,
埼玉県,上里町,ほ場整備,"撮影,写測","8000,,1000","17.0KM2,7.1KM2",埼玉県本荘土地改良事務所,太平洋航業,"55.5.10,55.8.30",,,郡削除,,
埼玉県,志木市,都市計画,"撮影,写測","10000,,2500","12.0KM2,1.5KM2",志木市,東日本航空,"55.6.2,55.7.30",266,,市内削除,,
埼玉県,川里村,都市計画,"撮影,写測,写測","12000,,2500,,10000","36.0KM2,16.6KM2,16.6KM2",川里村,新日本測量設計,"55.6.14,55.10.31",267,,全域削除,,
埼玉県,和光市,都市計画,"撮影,写測","3000,,500","3.0KM2,0.6KM2",和光市,太平洋航業,"55.6.16,55.9.30",,,,,
埼玉県,春日部市,道路台帳,"撮影,写測","4000,,500","38.0KM2,33.5KM2",春日部市,パシフィック航業,"55.6.16,56.12.21",359,,全域削除,,
埼玉県,入間市,作付調査,撮影,10000,109.0KM2,農林水産省経済局統計情報部,アジア航測,"55.10.25,55.11.7",373,,地区削除，地名修正,,
埼玉県,,航空写真,撮影,12500,3799.3KM2,埼玉県,アジア航測,"55.8.20,56.3.17",469,,全域削除,,
埼玉県,春日部市,工事用基礎調査,水準,,162.0km,春日部市,昭和測量工業,"55.6.23,55.12.28",,,全域削除,,
埼玉県,狭山市,都市計画,"基準,水準",",,","59point,70.0km",狭山市,東洋航空事業,"55.7.17,56.2.27",,基準点の新点・既存点の統合,,,
埼玉県,さいたま市,経緯度標設置,基準点,,1point,埼玉県測量設計業協会,芝測量建築設計,"55.9.1,55.9.30",,,県庁→市,,
埼玉県,大宮市,都市計画,"撮影,写測","12500,,2500","88.9KM2,63.8KM2",大宮市,国際航業,"55.8.7,56.3.20",547,,,,
埼玉県,吹上町,下水道台帳,"撮影,写測","4000,,500","4.3KM2,0.7KM2",吹上町,パシフィック航業,"55.8.29,56.3.20",,,,,
埼玉県,鷲宮町,道路台帳,写測,1000,8.4KM2,鷲宮町,新日本測量設計,"55.8.14,56.3.15",616,,,,
埼玉県,羽生市,下水道台帳,基準点,,13point,羽生市,昭和測量工業,"55.9.9,55.12.20",,,市内削除,,
埼玉県,桶川市,道路台帳,基準点,,32point,桶川市,昭和測量工業,"55.9.15,56.3.30",,,全域削除,,
埼玉県,大滝村,森林調査,写図,5000,120.0KM2,埼玉県,東日本航空,"55.8.26,55.12.25",659,,郡削除,,
埼玉県,川口市,土地区画整理,平板,500,153.7KM2,川口市,昭和測量工業,"55.9.2,56.3.10",,,地区削除,,
埼玉県,日高町,水路台帳,基準点,,14point,日高町,(株)埼玉中央測量,"55.9.25,56.3.20",,点数のみ，km削除,,,
埼玉県,日高町,道路台帳,平板,500,3.2KM2,日高町,関東工営(株),"55.11.21,56.3.26",,,,,
埼玉県,岡部町,道路台帳,"撮影,写測,写測","8000,,1000,,2500","41.5KM2,18.0KM2,30.1KM2",岡部町,新日本測量設計,"55.11.10,56.3.31",928,,全域削除,,
埼玉県,大里村,道路台帳,"撮影,写測,写測","8000,,1000,,2500","34.1KM2,9.3KM2,15.2KM2",大里村,新日本測量設計,"55.11.10,56.3.31",936,,全域削除,,
埼玉県,杉戸町,道路台帳,"撮影,写測","12500,,2500","31.2KM2,29.6KM2",杉戸町,パシフィック航業,"55.12.24,56.3.25",971,,全域削除,,
埼玉県,栗橋町,道路台帳,"撮影,写測","8000,,1000","15.7KM2,1.4KM2",栗橋町,東日本航空,"55.12.16,56.3.20",975,,,,
埼玉県,松伏町,道路台帳,"撮影,写測","4000,,500","9.3KM2,1.5KM2",松伏町,国際航業,"55.10.1,57.3.31",977,,,,
埼玉県,狭山市,都市計画,"撮影,写測","12500,,2500","107.0KM2,49.7KM2",狭山市,セントラル航空測量,"55.12.8,56.3.15",980,,全域削除,,
埼玉県,,地盤変動,水準,,2330.0km,埼玉県,東洋航空事業,"55.11.28,56.2.28",,,県削除,,
埼玉県,庄和町,都市計画,"撮影,写測,写測,写測","12500,,2500,,10000,,20000","58.0KM2,28.5KM2,28.5KM2,28.5KM2",庄和町,アトラス測地(株),"55.11.13,56.3.25",1033,,,,
埼玉県,秩父市,河川改修,"撮影,写測","8000,,1000","5.7KM2,1.3KM2",埼玉県秩父土木事務所,太平洋航業,"55.12.12,56.2.28",1062,,地名修正,,
埼玉県,志木市,都市計画,写測,2500,7.5KM2,志木市,東日本航空,"56.1.26,56.2.28",1132,,市内削除,,
埼玉県,三郷市,都市計画,"撮影,写測","12500,,2500","30.4KM2,30.4KM2",三郷市,国際航業,"55.12.24,56.3.25",1248,,,,
埼玉県,大滝村,ダム適地選定,"撮影,写測","12500,,5000","86.0KM2,13.0KM2",関東地建荒川上流工事事務所,アジア航測,"55.12.19,56.3.25",1254,,地名修正,,
千葉県,八日市場市,写真地図,写測,5000,234.0KM2,千葉県,パシフィック航業,"55.5.1,55.8.30",61,,地区削除,,
千葉県,成東町,都市計画,"撮影,写測","12500,,2500","123.2KM2,45.5KM2",成東町,アジア航測,"55.4.19,55.9.30",95,,全域削除,,
千葉県,鴨川市,ほ場整備,"撮影,写測","8000,,1000","20.5KM2,5.0KM2",鴨川市,アジア航測,"55.5.31,55.9.27",265,,地名修正,,
千葉県,千葉市,都市計画,写測,2500,102.0KM2,千葉市,国際航業,"55.5.20,55.12.15",350,,,,
千葉県,習志野市,道路台帳,"撮影,写測","3000,,500","18.2KM2,15.3KM2",習志野市,京葉測量,"55.2.1,56.12.31",448,,,,
千葉県,銚子市,作付調査,撮影,10000,94.0KM2,農林水産省経済局統計情報部,アジア航測,"55.10.18,55.11.1",373,,地区削除,,
千葉県,館山市,道路台帳,"撮影,写測","4000,,500","26.0KM2,3.8KM2",館山市,パシフィック航業,"55.9.16,56.3.25",661,,地名修正,,
千葉県,"柏市,我孫子市",導水路計画,写測,500,1.5KM2,関東地建利根川下流工事事務所,アジア航測,"55.8.28,56.3.5",,,地名修正,,
千葉県,,地盤変動,水準,,1.0km,千葉県,"(株)八州,アジア航測,京葉測量,(株)協立コンサルタント","55.11.28,56.3.25",,,県削除,,
千葉県,松戸市,基準点設置,基準点,,62point,松戸市,国際航業,"55.10.31,56.3.20",,,全域削除,,
千葉県,"下総町,多古町,横芝町,松尾町",都市計画,写測,2500,131.0KM2,千葉県,アジア航測,"55.10.31,56.3.20",935,,郡削除,,
千葉県,鎌ケ谷市,道路台帳,写測,500,1.8KM2,鎌ヶ谷市,国際航業,"55.11.22,56.3.31",,,市内削除,,地名修正
千葉県,,道路台帳,"撮影,写測","8000,,1000","1170.0KM2,45.0KM2",千葉県,セントラル航業,"55.12.1,56.3.25",1031,,県削除,,
千葉県,富津市,都市計画,"撮影,写測","8000,,1000","33.6KM2,33.6KM2",富津市,パシフィック航業,"55.12.8,56.3.25",1034,,地区削除,,
千葉県,沼南町,道路台帳,"撮影,写測","4000,,500","42.4KM2,1.0KM2",沼南町,国際航業,"56.2.3,56.3.25",1168,,,,
千葉県,佐原市,道路台帳,"撮影,写測","4000,,500","10.1KM2,10.1KM2",佐原市,新日本測量設計,"55.12.8,56.3.25",1222,,,,
千葉県,富里村,土地改良,"撮影,写測","8000,,1000","10.0KM2,1.1KM2",千葉県成田土地改良事務所,コクサイ航測,"56.1.5,56.3.20",1255,,,,
東京都,多摩市,都市計画,"撮影,写測","10000,,2500","45.0KM2,20.7KM2",多摩市,国際航業,"55.5.1,55.8.31",148,,全域削除,,
東京都,足立区,道路台帳,"平板,基準点","500,,","1.0KM2,60.0km",足立区,国際航業メトロ設計,"55.7.28,56.3.31",,,地名修正,,
東京都,葛飾区,導水路台帳,基準点,,48point,葛飾区,城南測量(株),"55.5.7,55.10.31",,,"全域削除,地名修正",,
東京都,田無市,下水道台帳,"撮影,写測","3000,,500","5.2KM2,0.9KM2",田無市,パシフィック航業,"55.7.2,55.9.19",,,,,
東京都,武蔵村山市,道路台帳,平板,500,1.2KM2,武蔵村山市,パシフィック測量調査(株),"55.6.13,56.2.16",,,地内削除,,
