都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
福岡県,"大野城市,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","15,,1000","26.89KM2,26.89KM2","福岡県大野城市 
助言　　　H27.8.27  I0148",朝日航洋株式会社,"H27.8.24 
H28.3.31"
福岡県,"北九州市,",その他,基準点測量,３級,2point,"福岡県北九州市建設局 
助言　　　H27.8.26  I0151","株式会社宇都宮合同事
務所","H27.9.1 
H27.11.30"
福岡県,"福岡市,",都市計画,修正測量,2500,68.11KM2,"福岡市 
助言　　　H27.8.31  I0154",アジア航測株式会社,"H27.8.27 
H28.3.25"
福岡県,"築上町,",その他,"基準点測量,基準点測量,現地測量(数値地形図作成)","３級,,４級,,250","1point,3point,0.0006KM2","防衛省九州防衛局 
助言　　　H27.9.1  I0159","株式会社アイエスプラン
ニング","H27.9.1 
H27.9.30"
福岡県,"久留米市,",道路計画,基準点測量,３級,4point,"福岡県久留米市 
助言　　　H27.9.3  I0168",大成ジオテック株式会社,"H27.9.3 
H28.1.25"
福岡県,"八女市,",その他,"基準点測量,水準測量,復旧測量(水準)","３級,,３級,,３級","1point,1km,1point","九州地方整備局福岡国道事務
所 
助言　　　H27.9.9  I0178",株式会社オービット,"H27.9.10 
H27.10.30"
福岡県,"福岡市,",土地区画整理,"基準点測量,現地測量(数値地形図作成)","４級,,500","9point,0.007KM2","福岡市青葉三丁目土地区画整
理事業施行準備委員会 
助言　　　H27.9.16  I0196",栄和測量設計株式会社,"H27.6.1 
H28.12.31"
福岡県,"宗像市,",砂防計画,修正測量,2500,0.29KM2,"福岡県　北九州県土整備事務
所 
助言　　　H27.9.29  I0205",アジア航測株式会社,"H27.6.24 
H28.3.15"
福岡県,"福岡市,",環境調査,"数値撮影(デジタル),数値図化,水準測量","7,,500,,簡級","1.5KM2,1.5KM2,5.7km","都市再生機構九州支社 
助言　　　H27.9.30  I0207",株式会社パスコ,"H27.9.29 
H28.3.31"
福岡県,"太宰府市,",砂防計画,基準点測量,２級,2point,"福岡県　那珂県土整備事務所 
助言　　　H27.9.30  I0208",有限会社タナカ測量設計,"H27.10.5 
H27.12.7"
福岡県,"筑紫野市,",砂防計画,"基準点測量,水準測量","３級,,３級","2point,5km","福岡県　那珂県土整備事務所 
助言　　　H27.10.5  I0218","株式会社アースプラニン
グ","H27.8.29 
H27.11.27"
福岡県,"北九州市,",その他,基準点測量,３級,2point,"福岡県北九州市建設局 
助言　　　H27.10.5  I0219",株式会社第一調査設計,"H27.9.14 
H28.3.31"
福岡県,"川崎町,",道路計画,"基準点測量,基準点測量","２級,,３級","1point,1point","福岡県　田川県土整備事務所 
助言　　　H27.10.5  I0223",有限会社秋丸調査測量,"H27.8.25 
H27.12.28"
福岡県,"筑紫野市,",砂防計画,基準点測量,２級,3point,"福岡県　那珂県土整備事務所 
助言　　　H27.10.5  I0224","有限会社国土調査事務
所","H27.9.1 
H27.11.27"
福岡県,"北九州市,",河川計画,基準点測量,３級,4point,"福岡県　北九州県土整備事務
所 ",株式会社西日本測研社,"H27.10.5 
H27.12.28"
福岡県,"太宰府市,",砂防計画,基準点測量,３級,2point,"福岡県　那珂県土整備事務所 
助言　　　H27.10.5  I0226",株式会社アオイ,"H27.10.9 
H28.3.6"
福岡県,"北九州市,",河川計画,基準点測量,３級,9point,"福岡県　北九州県土整備事務
所 ","株式会社中村測建事務
所","H27.10.1 
H27.12.28"
福岡県,"那珂川町,",基準点管理,復旧測量(基準点),２級,1point,"福岡県那珂川町 
助言　　　H27.10.5  I0228","株式会社優輝総合コン
サル","H27.9.1 
H28.1.28"
福岡県,"柳川市,",土地区画整理,"基準点測量,基準点測量,現地測量(数値地形図作成)","３級,,４級,,500","10point,99point,0.136KM2","福岡県柳川市 
助言　　　H27.10.9  I0238",福岡都市技術株式会社,"H27.10.19 
H28.3.24"
福岡県,"みやこ町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","20,,2500","151.34KM2,151.34KM2","福岡県みやこ町 
助言　　　H27.10.14  I0241",株式会社パスコ,"H27.10.9 
H28.3.31"
福岡県,"宗像市,",下水道計画,基準点測量,２級,3point,"福岡県宗像市 
助言　　　H27.10.15  I0244","有限会社陸地測量事務
所","H27.10.15 
H28.2.29"
福岡県,"朝倉市,",その他,"基準点測量,基準点測量,現地測量(数値地形図作成)","３級,,４級,,500","11point,78point,0.163KM2","福岡県　朝倉農林事務所 
助言　　　H27.10.15  I0245","福岡県土地改良事業団
体連合会","H27.10.15 
H28.3.22"
福岡県,"福智町,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","福岡県田川県土整備事務所 
助言　　　H27.10.16  I0251",株式会社海渡設計,"H27.9.25 
H27.11.30"
福岡県,"みやま市,",その他,"基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,４級,,500","1point,40point,0.112KM2","福岡県筑後農林事務所 
助言　　　H27.10.27  I0263","福岡県土地改良事業団
体連合会","H27.10.27 
H28.3.22"
福岡県,"福岡市,",都市計画,修正測量,2500,14.23KM2,"福岡市 
助言　　　H27.10.27  I0265",栄和測量設計株式会社,"H27.10.26 
H28.3.25"
福岡県,"福津市,",その他,"復旧測量(基準点),基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,２級,,４級,,３級,,500","3point,2point,65point,8point,0.291KM2","福岡県福岡農林事務所 
助言　　　H27.10.28  I0268","福岡県土地改良事業団
体連合会","H27.10.27 
H28.3.10"
福岡県,"北九州市,",その他,基準点測量,３級,6point,"福岡県北九州市建設局 
助言　　　H27.11.5  I0282","株式会社中村測建事務
所","H27.9.11 
H28.3.31"
福岡県,"大牟田市,",道路計画,"基準点測量,基準点測量,水準測量","２級,,３級,,３級","2point,1point,3.1km","九州地方整備局福岡国道事務
所 
助言　　　H27.11.5  I0284",株式会社オービット,"H27.11.9 
H28.1.29"
福岡県,"八女市,",道路計画,"基準点測量,基準点測量","２級,,３級","2point,2point","福岡県　八女県土整備事務所 
助言　　　H27.11.5  I0286",大成ジオテック株式会社,"H27.11.5 
H28.1.29"
福岡県,"北九州市,",その他,基準点測量,３級,2point,"北九州市建設局 
助言　　　H27.11.9  I0289",株式会社押川測量設計,"H27.11.15 
H28.2.29"
福岡県,"北九州市,",その他,基準点測量,３級,5point,"福岡県北九州市建設局 
助言　　　H27.11.9  I0290",旭測量設計株式会社,"H27.11.5 
H28.2.29"
福岡県,"福岡市,糸島市,",その他,"復旧測量(基準点),基準点測量,基準点測量","２級,,３級,,４級","3point,5point,49point","九州地方整備局福岡国道事務
所 
助言　　　H27.11.11  I0292",大和コンサル株式会社,"H27.9.4 
H28.2.29"
福岡県,"福岡市,",その他,復旧測量(基準点),３級,3point,"福岡市 
助言　　　H27.11.16  I0297","石川エンジニアリング有
限会社","H27.11.13 
H27.12.1"
福岡県,"北九州市,",その他,基準点測量,３級,5point,"福岡県北九州市 
助言　　　H27.11.20  I0304",株式会社押川測量設計,"H27.11.20 
H27.12.31"
福岡県,"宗像市,",その他,基準点測量,３級,3point,"独立行政法人都市再生機構九
州支社 
助言　　　H27.12.7  I0324","株式会社第一技術コン
サルタント","H27.12.14 
H28.4.10"
福岡県,"苅田町,",都市計画,修正測量,2500,5KM2,"福岡県苅田町 
助言　　　H27.12.8  I0326",東亜建設技術株式会社,"H27.7.22 
H28.3.18"
福岡県,"みやま市,",その他,基準点測量,３級,1point,"九州地方整備局福岡国道事務
所 
助言　　　H27.12.8  I0327","日鉄鉱コンサルタント株
式会社","H27.10.28 
H28.2.29"
福岡県,"福岡市,",都市計画,"基準点測量,基準点測量,水準測量","３級,,４級,,３級","1point,52point,1.3km","独立行政法人都市再生機構九
州支社 
助言　　　H27.12.11  I0328   ","株式会社中庭測量コン
サルタント","H27.12.7 
H28.2.29"
福岡県,"北九州市,",土地区画整理,基準点測量,３級,3point,"福岡県北九州市 
助言　　　H27.12.11  I0329",株式会社松尾測量,"H27.10.23 
H28.1.31"
福岡県,"那珂川町,",基準点管理,復旧測量(基準点),２級,1point,"福岡県那珂川町 
助言　　　H27.12.14  I0332",株式会社建栄測量設計,"H27.12.15 
H28.1.20"
福岡県,"北九州市,",都市計画,"修正測量,地図編集","2500,,10000","49.23KM2,49.23KM2","福岡県北九州市 
助言　　　H27.12.21  I0345",株式会社パスコ,"H27.12.18 
H28.3.31"
福岡県,"岡垣町,",その他,基準点測量,２級,44point,"福岡県岡垣町 
助言　　　H27.12.22  I0346",株式会社拓伸調査設計,"H27.12.4 
H28.3.15"
福岡県,"北九州市,",その他,基準点測量,３級,2point,"福岡県北九州市建設局 
助言　　　H27.12.25  I0352",石橋開発株式会社,"H27.12.7 
H28.3.15"
福岡県,"糸島市,",その他,基準点測量,３級,1point,"九州地方整備局福岡国道事務
所 
助言　　　H27.12.28  I0356","日鉄鉱コンサルタント株
式会社","H27.12.21 
H28.2.29"
福岡県,"大野城市,",土地区画整理,"基準点測量,基準点測量,現地測量(数値地形図作成)","３級,,４級,,500","3point,58point,0.2544KM2","大野城市乙金第二土地区画整
理組合 
助言　　　H28.1.4  I0358",福岡都市技術株式会社,"H28.1.18 
H28.5.31"
福岡県,"北九州市,",その他,基準点測量,２級,1point,"福岡県北九州市建設局 
助言　　　H28.1.15  I0369",株式会社サンエーホーム,"H27.12.24 
H28.2.29"
福岡県,"福岡市,大野城市,",空港計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","5.4,,500","6KM2,6KM2","国土交通省大阪航空局 
助言　　　H28.1.20  I0370",朝日航洋株式会社,"H28.1.20 
H28.3.28"
福岡県,"中間市,",その他,"基準点測量,基準点測量","２級,,３級","3point,2point","福岡県北九州県土整備事務所 
助言　　　H28.1.20  I0371","株式会社第一設計コン
サルタント","H28.1.25 
H28.3.15"
福岡県,"柳川市,",その他,"基準点測量,基準点測量,復旧測量(基準点)","２級,,３級,,３級","1point,1point,1point","九州地方整備局福岡国道事務
所 
助言　　　H28.1.21  I0374","日鉄鉱コンサルタント株
式会社","H28.1.25 
H28.2.29"
福岡県,"北九州市,",土地区画整理,"基準点測量,基準点測量","３級,,４級","2point,13point","福岡県北九州市建設局 
助言　　　H28.1.22  I0377",株式会社九州測量設計,"H28.2.1 
H28.3.31"
福岡県,"北九州市,",その他,基準点測量,３級,1point,"福岡県北九州市建設局 
助言　　　H28.2.3  I0389",石橋開発株式会社,"H28.2.1 
H28.3.31"
福岡県,"福岡市,",道路計画,基準点測量,３級,1point,"福岡市 
助言　　　H28.2.3  I0390","高木総合開発設計有限
会社","H28.1.15 
H28.3.25"
福岡県,"行橋市,",その他,"基準点測量,現地測量(数値地形図作成)","４級,,500","4point,0.0013KM2","防衛省九州防衛局 
助言　　　H28.2.3  I0391","株式会社日東技術コン
サルタント","H28.2.2 
H28.2.29"
福岡県,"岡垣町,",その他,基準点測量,３級,3point,"福岡県北九州県土整備事務所 
助言　　　H28.2.8  I0396",石橋開発株式会社,"H28.2.10 
H28.2.29"
福岡県,"宗像市,",総合計画,基準点測量,１級,3point,"福岡県宗像市 
助言　　　H28.2.9  I0397","有限会社陸地測量事務
所","H28.2.10 
H28.4.28"
福岡県,"北九州市,",基準点管理,"水準測量,水準測量","３級,,３級","30km,6point","福岡県北九州市建設局 
助言　　　H28.2.12  I0399",村井測量設計株式会社,"H28.2.10 
H28.3.31"
福岡県,"福岡市,",その他,"数値撮影(デジタル),数値図化","6,,500","2.07KM2,0.11KM2","福岡県福岡市 
助言　　　H28.2.22  I0407",九州地理情報株式会社,"H27.12.21 
H28.3.21"
福岡県,"糸島市,",土地区画整理,"基準点測量,現地測量(数値地形図作成)","４級,,500","19point,0.03KM2","糸島市　前原東土地区画整理
組合 
助言　　　H28.2.23  I0410",福岡都市技術株式会社,"H28.2.21 
H28.5.30"
福岡県,"古賀市,",土地区画整理,"基準点測量,基準点測量,現地測量(数値地形図作成)","３級,,４級,,500","1point,42point,0.0457KM2","古賀市高田土地区画整理組合 
助言　　　H28.2.29  I0415",福岡都市技術株式会社,"H28.3.4 
H29.3.31"
福岡県,"飯塚市,",基準点管理,復旧測量(基準点),２級,1point,"福岡県　飯塚県土整備事務所 
助言　　　H28.3.1  I0417",みすみ建築設計事務所,"H28.2.10 
H28.3.31"
福岡県,"八女市,",その他,基準点測量,３級,1point,"九州地方整備局福岡国道事務
所 
助言　　　H28.3.4  I0419","日鉄鉱コンサルタント株
式会社","H28.3.7 
H28.3.25"
福岡県,"久留米市,うきは市,",その他,"基準点測量,水準測量","３級,,３級","10point,5.3km","久留米市土地開発公社 
助言　　　H28.3.7  I0422",第一復建株式会社,"H28.2.27 
H28.6.25"
福岡県,"糸島市,",森林計画,航空レーザ測量,1000,215.7KM2,"福岡県糸島市 
助言　　　H28.3.15  I0427",国際航業株式会社,"H28.1.26 
H28.3.30"
福岡県,"北九州市,",土地区画整理,基準点測量,４級,51point,"福岡県北九州市 
助言　　　H28.3.16  I0428","松尾測量事務所 
洞海特殊開発株式会社","H28.1.28 
H28.3.31"
福岡県,"みやこ町,",道路計画,"基準点測量,水準測量","２級,,３級","3point,3point","福岡県　京築県土整備事務所 
助言　　　H28.3.18  I0434",大成ジオテック株式会社,"H28.3.18 
H28.6.23"
福岡県,"久留米市,小郡市,うきは市,大刀洗町,",河川管理,"数値撮影(デジタル),同時調整","24,,2500","415.77KM2,415.77KM2","福岡県　久留米県土整備事務
所 
助言　　　H28.3.29  I0436",大成ジオテック株式会社,"H28.3.8 
H28.5.31"
佐賀県,"武雄市,",道路管理,"MMS計測,MMS計測,既成図数値化,既成図数値化,数値図化,数値図化,地形図等成果の座標補正,地形図等成果の座標補正","500,,1000,,500,,1000,,500,,1000,,500,,1000","220km,386km,220km,386km,11km,19.3km,11km,19.3km","佐賀県武雄市 
助言　　　H27.6.3  I0020",株式会社パスコ,"H27.5.19 
H28.3.4"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","3.08KM2,3.08KM2","佐賀県杵藤土木事務所 
助言　　　H27.5.26  I0026",第一復建株式会社,"H27.4.3 
H27.9.1"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","2.14KM2,2.14KM2","佐賀県杵藤土木事務所 
助言　　　H27.5.26  I0027","株式会社間瀬コンサルタ
ント","H27.4.3 
H27.9.1"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","2.35KM2,2.35KM2","佐賀県杵藤土木事務所 
助言　　　H27.6.4  I0037",国土防災技術株式会社,"H27.5.27 
H27.9.1"
佐賀県,"多久市,",道路管理,MMS計測,500,0.3km,"佐賀県多久市 
助言　　　H27.7.2  I0063   ",株式会社パスコ,"H27.6.30 
H27.8.31"
佐賀県,"伊万里市,",砂防計画,"数値撮影(デジタル),数値図化","25,,2500","2.375KM2,2.375KM2","佐賀県伊万里土木事務所 
助言　　　H27.7.3  I0065",中日本航空株式会社,"H27.6.6 
H28.1.30"
佐賀県,"唐津市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","4.1KM2,4.1KM2","佐賀県唐津土木事務所 
助言　　　H27.7.3  I0066","株式会社建設技術セン
ター","H27.3.27 
H27.9.30"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","3.2KM2,3.2KM2","佐賀県杵藤土木事務所 
助言　　　H27.7.16  I0082",国土防災技術株式会社,"H27.5.1 
H27.9.1"
佐賀県,"多久市,",土地区画整理,"基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,３級,,４級,,500","3point,9point,22point,0.042KM2","佐賀県多久市 
助言　　　H27.7.22  I0092",福岡都市技術株式会社,"H27.7.24 
H28.3.31"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","2.3KM2,2.3KM2","佐賀県杵藤土木事務所 
助言　　　H27.7.22  I0093","ジーアンドエスエンジニ
アリング株式会社","H27.4.3 
H27.9.1"
佐賀県,"みやき町,",下水道計画,"数値撮影(デジタル),数値図化,写真地図作成(デジタルオルソ)","6,,500,,500","11.7KM2,1.45KM2,11.7KM2","佐賀県みやき町 
助言　　　H27.7.31  I0106","株式会社日航コンサルタ
ント","H27.7.14 
H27.9.30"
佐賀県,"鳥栖市,",鉄道計画,"水準測量,数値撮影(デジタル),数値図化,修正測量","簡級,,7.2,,500,,500","11km,2.5KM2,0.3KM2,0.82KM2","鉄道建設・運輸施設整備支援
機構鉄道建設本部九州新幹線
建設局 
助言　　　H27.8.10  I0117",アジア航測株式会社,"H27.7.27 
H28.2.26"
佐賀県,"鳥栖市,",砂防計画,"数値撮影(デジタル),数値図化,写真地図作成(デジタルオルソ),航空レーザ測量","16,,2500,,2500,,500","84.15KM2,2.87KM2,18.43KM2,34.1KM2","佐賀県東部土木事務所 
助言　　　H27.8.13  I0122",アジア航測株式会社,"H27.7.27 
H28.3.18"
佐賀県,"唐津市,",砂防計画,数値図化,2500,8.1KM2,"佐賀県唐津土木事務所 
助言　　　H27.8.18  I0130",国際航業株式会社,"H27.8.17 
H27.9.30"
佐賀県,"鳥栖市,",都市計画,"修正測量,修正測量,修正測量","2500,,10000,,15000","71.72KM2,71.72KM2,71.72KM2","佐賀県鳥栖市 
助言　　　H27.8.18  I0132",朝日航洋株式会社,"H27.8.17 
H28.3.10"
佐賀県,"玄海町,",都市計画,"修正測量,修正測量","1000,,2500","35.9KM2,35.9KM2","佐賀県玄海町 
助言　　　H27.8.18  I0134",株式会社パスコ,"H27.8.18 
H28.1.15"
佐賀県,"伊万里市,唐津市,",道路管理,"数値撮影(デジタル),数値図化,基準点測量,基準点測量,水準測量","6,,500,,３級,,２級,,３級","8.65KM2,0.86KM2,7point,2point,4.7km","九州地方整備局佐賀国道事務
所 
助言　　　H27.9.3  I0163","国際技術コンサルタント
株式会社","H27.9.2 
H28.2.29"
佐賀県,"唐津市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","4.76KM2,4.76KM2","佐賀県唐津土木事務所 
助言　　　H27.9.3  I0165",第一復建株式会社,"H27.5.29 
H27.12.24"
佐賀県,"鳥栖市,",道路計画,"基準点測量,基準点測量","２級,,３級","2point,2point","佐賀県鳥栖市 
助言　　　H27.9.9  I0175",株式会社大日測量設計,"H27.8.14 
H27.12.18"
佐賀県,"佐賀市,",その他,MMS計測,500,7.09km,"佐賀県佐賀市 
助言　　　H27.9.11  I0177",株式会社パスコ,"H27.9.8 
H28.3.12"
佐賀県,"武雄市,",鉄道計画,"基準点測量,基準点測量","２級,,４級","1point,3point","鉄道建設・運輸施設整備支援
機構鉄道建設本部九州新幹線
建設局武雄鉄道建設所 
助言　　　H27.9.11  I0187","株式会社有明測量開発
社","H27.9.10 
H27.10.28"
佐賀県,"佐賀市,",河川管理,"水準測量,数値図化","簡級,,1000","116km,1.93KM2","佐賀県佐賀市 
助言　　　H27.10.2  I0212",国際航業株式会社,"H27.10.1 
H28.3.18"
佐賀県,"白石町,",道路計画,"水準測量,数値撮影(デジタル),数値図化,写真地図作成(デジタルオルソ)","簡級,,6.5,,500,,500","11.4km,5.8KM2,1.8KM2,5.8KM2","佐賀県 
助言　　　H27.10.2  I0213",国際航業株式会社,"H27.10.1 
H28.2.25"
佐賀県,"佐賀市,",道路計画,"基準点測量,基準点測量","２級,,３級","2point,2point","九州地方整備局佐賀国道事務
所 
助言　　　H27.10.29  I0270","九州建設コンサルタント
株式会社","H27.10.27 
H28.2.29"
佐賀県,"多久市,",その他,"基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,３級,,４級,,500","2point,6point,22point,0.098KM2","佐賀県多久市 
助言　　　H27.10.30  I0276","佐賀県土地改良事業団
体連合会","H27.10.1 
H28.3.25"
佐賀県,"鳥栖市,",砂防計画,数値図化,2500,15.3125KM2,"佐賀県東部土木事務所 
助言　　　H27.11.12  I0293","西鉄シー・イー・コンサル
タント株式会社","H27.10.19 
H28.3.18"
佐賀県,"唐津市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","12.17KM2,12.17KM2","佐賀県唐津土木事務所 
助言　　　H27.11.24  I0306","ジーアンドエスエンジニ
アリング株式会社","H27.8.11 
H28.2.15"
佐賀県,"多久市,",土地改良,"基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,３級,,４級,,500","3point,6point,28point,0.057KM2","佐賀県佐賀中部農林事務所 
助言　　　H27.11.24  I0309","佐賀県土地改良事業団
体連合会","H27.10.1 
H28.3.11"
佐賀県,"唐津市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","7.7KM2,7.7KM2","佐賀県唐津土木事務所 
助言　　　H27.11.26  I0312","株式会社間瀬コンサルタ
ント","H27.7.27 
H28.2.15"
佐賀県,"伊万里市,",河川管理,数値図化,2500,0.8KM2,"佐賀県伊万里土木事務所 
助言　　　H27.12.2  I0316",株式会社パスコ,"H27.11.24 
H27.12.24"
佐賀県,"白石町,",道路計画,"数値図化,数値図化","500,,500","1.35KM2,1.3KM2","佐賀県 
助言　　　H27.12.18  I0344","国際航業株式会社 
アジア航測株式会社","H27.12.18 
H28.3.15"
佐賀県,"白石町,神埼市,佐賀市,",地盤変動調査,水準測量,１級,149.2km,"佐賀県 
助言　　　H27.12.28  I0355",株式会社大日測量設計,"H27.12.21 
H28.3.25"
佐賀県,"唐津市,",その他,"基準点測量,水準測量,水準測量","２級,,３級,,３級","16point,1point,28km","佐賀県 
助言　　　H28.1.4  I0357",第一復建株式会社,"H27.12.25 
H28.3.18"
佐賀県,"有田町,",基準点管理,復旧測量(基準点),３級,1point,"九州地方整備局佐賀国道事務
所武雄維持出張所 
助言　　　H28.1.26  I0381","大河内測量データ株式
会社","H28.1.4 
H28.3.15   "
佐賀県,"唐津市,",道路管理,修正測量,1000,7.926km,"佐賀県唐津市 
助言　　　H28.2.1  I0383",筒井測量設計株式会社,"H27.12.22 
H28.3.25"
佐賀県,"佐賀市,",その他,基準点測量,４級,162point,"法務省佐賀地方法務局 
助言　　　H28.2.2  I0384","有限会社アルファコンサ
ルタント","H28.1.25 
H28.3.31"
佐賀県,"嬉野市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","1.05KM2,1.05KM2","佐賀県杵藤土木事務所 
助言　　　H28.2.15  I0402",国土防災技術株式会社,"H27.4.3 
H27.9.1"
佐賀県,"太良町,江北町,大町町,",森林計画,航空レーザ測量,500,21.32KM2,"佐賀県 
助言　　　H28.2.22  I0408",アジア航測株式会社,"H28.2.1 
H28.3.18"
佐賀県,"鹿島市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","5.19KM2,5.19KM2","佐賀県杵藤土木事務所 
助言　　　H28.3.4  I0420",第一復建株式会社,"H27.12.18 
H28.3.15"
佐賀県,"太良町,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","5.42KM2,5.42KM2","佐賀県杵藤土木事務所 
助言　　　H28.3.9  I0425",第一復建株式会社,"H27.12.18 
H28.3.15"
長崎県,"佐世保市,",河川管理,"基準点測量,水準測量","２級,,３級","10point,13.8km","長崎県県北振興局 
助言　　　H27.4.9  I0004","有限会社吉川土木コン
サルタント","H27.4.9 
H27.6.30"
長崎県,"佐世保市,東彼杵町,川棚町,波佐見町,",河川管理,"基準点測量,水準測量","２級,,３級","8point,29.3km","長崎県県北振興局 
助言　　　H27.4.17  I0007",県北土地開発株式会社,"H27.4.13 
H27.7.31"
長崎県,"松浦市,諫早市,",道路計画,"数値撮影(デジタル),数値撮影(デジタル),数値図化(同時調整含む),数値図化(同時調整含む),基準点測量","6,,6,,500,,500,,３級","0.23KM2,,0.08KM2,0.23KM2,0.08KM2,10point","九州地方整備局長崎河川国道
事務所 
助言　　　H27.4.27  I0011",東亜建設技術株式会社,"H27.4.1 
H27.6.30"
長崎県,"諫早市,",ダム計画,"基準点測量,基準点測量,水準測量","２級,,３級,,３級","4point,7point,1point","九州地方整備局長崎河川国道
事務所 
助言　　　H27.4.28  I0012",東亜建設技術株式会社,"H27.4.28 
H27.6.19"
長崎県,"西海市,",その他,"基準点測量,水準測量","２級,,３級","2point,2point","長崎県　県北振興局 
助言　　　H27.5.15  I0019","有限会社アーバン総合
景観設計","H27.5.15 
H27.8.31"
長崎県,"諫早市,",河川管理,"基準点測量,水準測量,水準測量","２級,,３級,,３級","12point,3point,8.9km","長崎県　県央振興局 
助言　　　H27.5.21  I0021",旭測量設計株式会社,"H27.5.11 
H27.7.31"
長崎県,"諫早市,大村市,",河川管理,"基準点測量,基準点測量,水準測量,水準測量","２級,,３級,,３級,,３級","11point,4point,2point,14.3km","長崎県　県央振興局 
助言　　　H27.5.21  I0022",太洋技研株式会社,"H27.5.13 
H27.8.31"
長崎県,"南島原市,雲仙市,島原市,",河川管理,"基準点測量,水準測量","２級,,３級","30point,30point","長崎県　島原振興局 
助言　　　H27.5.25  I0025",株式会社大信技術開発,"H27.6.1 
H27.10.29"
長崎県,"諫早市,",ダム計画,"基準点測量,基準点測量","２級,,３級","1point,14point","九州地方整備局長崎河川国道
事務所 
助言　　　H27.5.26  I0029","九州建設コンサルタント
株式会社","H27.5.11 
H27.6.19"
長崎県,"長崎市,",河川管理,水準測量,３級,47.7km,"長崎県　長崎振興局 
助言　　　H27.5.28  I0034","扇精光コンサルタンツ株
式会社","H27.5.28 
H27.8.31"
長崎県,"対馬市,",砂防計画,"数値図化,写真地図作成(デジタルオルソ)","2500,,2500","12.93KM2,12.93KM2","長崎県対馬振興局 
助言　　　H27.6.2  I0038","サンコーコンサルタント株
式会社","H27.6.1 
H29.3.25"
長崎県,"時津町,長与町,長崎市,",河川管理,"基準点測量,基準点測量,水準測量,水準測量","２級,,３級,,３級,,３級","4point,4point,1point,27.7km","長崎県　長崎振興局 
助言　　　H27.6.3  I0039",株式会社長崎測量設計,"H27.6.10 
H27.8.31"
長崎県,"長崎市,",砂防計画,"基準点測量,基準点測量","２級,,３級","2point,1point","長崎県　長崎振興局 
助言　　　H27.6.15  I0048","株式会社高松設計コン
サルタント","H27.6.30 
H27.9.14"
長崎県,"西海市,",その他,基準点測量,２級,2point,"長崎県　県北振興局 
助言　　　H27.6.17  I0052",株式会社実光測量設計,"H27.6.25 
H27.9.18"
長崎県,"西海市,",その他,"基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,３級,,500","1point,9point,0.291KM2","西海町土地改良区 
助言　　　H27.6.18  I0054","長崎県土地改良事業団
体連合会","H27.6.26 
H28.3.18"
長崎県,"大村市,",道路管理,基準点測量,３級,1point,"九州地方整備局長崎河川国道
事務所大村維持出張所 
助言　　　H27.6.24  I0059","扇精光コンサルタンツ株
式会社","H27.6.23 
H27.7.22"
長崎県,"五島市,",基準点管理,基準点測量,２級,1point,"長崎県　五島市 
助言　　　H27.6.29  I0061",有限会社さくら測量,"H27.8.10 
H27.9.7"
長崎県,"五島市,",道路計画,基準点測量,２級,1point,"長崎県　五島振興局 
助言　　　H27.7.7  I0068",有限会社山田測量,"H27.7.16 
H28.1.18"
長崎県,"五島市,",道路計画,"基準点測量,水準測量","３級,,３級","3point,2.3km","長崎県　五島振興局 
助言　　　H27.7.7  I0069",有限会社川崎工務店,"H27.7.7 
H28.1.4"
長崎県,"五島市,",砂防計画,"基準点測量,基準点測量,現地測量(数値地形図作成)","２級,,４級,,500","2point,41point,0.09KM2","長崎県五島振興局　上五島支
所 
助言　　　H27.7.7  I0070",橋口環境設計株式会社,"H27.7.10 
H27.10.22"
